id,full_name,html_url,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,language,topics,description,source
960707260,Spac5y/Vocal-Agent,https://github.com/Spac5y/Vocal-Agent,2025-04-04T22:58:52Z,2025-12-20T13:30:31Z,2025-12-20T13:30:28Z,9,3,0,Python,"calendar, deepgram, email, groq, knowledgebase, kokoro, llama, speech-to-speech, speech-to-text, text-to-speech, vocal, whisper","A cutting-edge Cascading voice assistant combining real-time speech recognition, AI reasoning, and neural text-to-speech capabilities.",
959793868,JbvrgtonYT/ollvm-unflattener,https://github.com/JbvrgtonYT/ollvm-unflattener,2025-04-03T11:12:11Z,2025-12-20T13:30:07Z,2025-12-20T13:30:04Z,9,2,0,Python,"ollvm, ollvm-unflattener, unflattener","""ollvm-unflattener"" is a tool designed to reverse the flattening process used by some LLVM obfuscators to make code harder to analyze. It allows users to restore the original structure of the code for easier understanding and manipulation.",
958306978,vrishank-cmd/Whatsapp-Bot,https://github.com/vrishank-cmd/Whatsapp-Bot,2025-04-01T01:33:56Z,2025-12-20T13:29:56Z,2025-12-20T13:29:51Z,13,5,4,Python,"ai, automation, baileys, baileys-md, collaborate, fastify, hacktoberfest, hacktoberfest2023, knightbot, nodejs, openai, typescript, wa-bot, wabot","An advanced Python script that automates sending WhatsApp messages using pywhatkit. It allows users to send text, images, or videos to multiple contacts, with scheduled or instant delivery.",
955682981,Oliveira3d/free-ip-stresser-booter,https://github.com/Oliveira3d/free-ip-stresser-booter,2025-03-27T02:59:06Z,2025-12-20T13:29:39Z,2025-12-20T13:29:36Z,44,37,0,Python,"2025-free-ip-booter, 2025-free-ip-stresser, cod-ddos, ddos-python, free-ddos, free-ddos-tool, hacking-tool, how-to-ddos, ip-booter-free, minecraft-ddos, stress-test","An epic Free IP stresser & Free IP booter by https://elitestresser.club 🌟 Unleash UDP DDOS tools 🌊, TCP DDOS tools ⚡, and proxy-powered HTTP/HTTPS floods 🌐 to test your servers like a pro. Customizable, colorful, and packed with 8 UDP, 10 TCP, and 6 Layer 7 methods—this DDOS tool rocks! 🎉 Legal testing only! ⚖️",
954947790,sammakumbe/burp-idor,https://github.com/sammakumbe/burp-idor,2025-03-25T21:37:20Z,2025-12-20T13:29:14Z,2025-12-20T13:29:10Z,5,0,0,Python,"ai, bugbounty, burp, burp-suite, hacking, heuristics, hugging-face, huggingface, idor, python, qa, security, testing, yaml",A powerful Python tool for identifying Insecure Direct Object Reference (IDOR) vulnerabilities in Burp Suite traffic exports.,
1001500601,inspirepan/klaude-code,https://github.com/inspirepan/klaude-code,2025-06-13T13:41:24Z,2025-12-20T13:28:48Z,2025-12-20T13:28:52Z,13,2,0,Python,,Coding Agent CLI,
952346401,mdtajnur22/kiss-slam,https://github.com/mdtajnur22/kiss-slam,2025-03-21T06:09:10Z,2025-12-20T13:28:47Z,2025-12-20T13:28:44Z,5,0,0,Python,"996, censorship, china, china-dictatorship, chinese-communist-party, covid-19, covid-19-china, dictator, great-firewall, human-rights, mapping, robotics, slam, vup",A LiDAR SLAM system that just works,
952264897,JoseAP02/Font-Downloader,https://github.com/JoseAP02/Font-Downloader,2025-03-21T02:06:54Z,2025-12-20T13:28:44Z,2025-12-20T13:28:41Z,6,0,0,Python,"coding-font, csharp, css, font-download, google, google-fonts-download, language, libhandy, php, script, translations, ttf, woff2, woff2-files","A powerful CLI tool to download and install Google Fonts effortlessly. Supports bulk downloads, interactive variant selection, auto-installation, and works on Windows, Linux, and macOS.",
946498876,kastalimohammed1965/CLIP-fine-tune-registers-gated,https://github.com/kastalimohammed1965/CLIP-fine-tune-registers-gated,2025-03-11T08:33:15Z,2025-12-20T13:28:12Z,2025-12-20T13:28:08Z,5,1,0,Python,"clip, comfyui, fine-tune, finetune, flux1, gated, gelu, register-tokens, registers, relu, text-to-image, transformers, vision",Vision Transformers Needs Registers. And Gated MLPs. And +20M params. Tiny modality gap ensues!,
925590834,gorkaydemir/track_on,https://github.com/gorkaydemir/track_on,2025-02-01T08:31:52Z,2025-12-20T13:27:45Z,2025-12-20T13:27:41Z,84,6,2,Python,,"[ICLR 2025] Track-On: Transformer-based Online Point Tracking with Memory, and [arXiv 2025] Track-On2: Enhancing Online Point Tracking with Memory",
916991582,VOICEVOX/voicevox_vvm,https://github.com/VOICEVOX/voicevox_vvm,2025-01-15T06:28:09Z,2025-12-20T13:26:34Z,2025-12-20T14:04:38Z,8,3,5,Python,,VOICEVOX用のVVMファイルを管理・公開,
973724143,camel52zhang/yxip,https://github.com/camel52zhang/yxip,2025-04-27T15:53:19Z,2025-12-20T13:24:14Z,2025-12-20T13:24:10Z,28,41,1,Python,,优选IP,
936973100,HuichuanLI/play-with-instruct-model,https://github.com/HuichuanLI/play-with-instruct-model,2025-02-22T03:23:40Z,2025-12-20T13:23:27Z,2025-12-20T13:23:24Z,7,0,0,Python,,模型代码实现：llma2；训练模式：从0到1实现一个简单的instruct-gpt(使用facebook/opt-125m)，从训练到模型的构建，对sft、rm、rhfl都进行复现,
951956859,giuliomagnifico/raiplay-feed,https://github.com/giuliomagnifico/raiplay-feed,2025-03-20T14:04:13Z,2025-12-20T13:21:28Z,2025-12-20T13:21:24Z,5,5,0,Python,,Genera feed RSS per i podcast Rai,
950295229,xiaozhuABCD1234/AutoAnswer_zhihuishu,https://github.com/xiaozhuABCD1234/AutoAnswer_zhihuishu,2025-03-18T00:03:40Z,2025-12-20T13:21:15Z,2025-12-20T13:21:12Z,8,2,1,Python,"playwright, python, python3, zhihuishu",智慧树互动分工具 - 专为智慧树平台设计的自动化问答辅助工具，集成 OpenAI api，高效解决课程问答需求，提升学习效率。,
1002483737,mkaflowski/Gemini-SRT-translator-GUI,https://github.com/mkaflowski/Gemini-SRT-translator-GUI,2025-06-15T15:17:27Z,2025-12-20T13:15:30Z,2025-12-20T13:15:27Z,16,2,1,Python,,GUI forGemini SRT translator,
919828744,xychcz/S3Fit,https://github.com/xychcz/S3Fit,2025-01-21T05:00:42Z,2025-12-20T13:14:41Z,2025-12-20T13:14:38Z,9,0,1,Python,,S3Fit: a Simultaneous Spectrum and photometric-SED Fitting code for observation of galaxies,
921210893,xxyzz/wiktionary_stardict,https://github.com/xxyzz/wiktionary_stardict,2025-01-23T14:50:36Z,2025-12-20T13:14:09Z,2025-12-20T13:14:05Z,8,0,0,Python,"dictionary, koreader, stardict, wiktionary",Free dictionary,
933096860,PuddinCat/OllamaSpider,https://github.com/PuddinCat/OllamaSpider,2025-02-15T06:09:24Z,2025-12-20T13:08:48Z,2025-12-20T13:08:45Z,58,8,0,Python,,自动扒拉Ollama API!,
939370666,chengliu97/ProDualNet,https://github.com/chengliu97/ProDualNet,2025-02-26T12:39:16Z,2025-12-20T13:08:41Z,2025-12-20T13:08:37Z,5,6,1,Python,,ProDualNet and multi-target protein sequence design 2025 pytorch implementation,
912455660,sparklost/endcord,https://github.com/sparklost/endcord,2025-01-05T16:16:19Z,2025-12-20T13:06:35Z,2025-12-20T13:06:32Z,215,7,1,Python,"cross-platform, discord, discord-client, discord-rpc, rich-presence, terminal, tui",Feature rich Discord TUI client.,
942395792,maimengmeng/mysub,https://github.com/maimengmeng/mysub,2025-03-04T03:33:49Z,2025-12-20T13:05:49Z,2025-12-20T13:05:45Z,12,3,0,Python,,订阅汇总,
961957136,digitaldemocracy2030/polimoney,https://github.com/digitaldemocracy2030/polimoney,2025-04-07T12:38:37Z,2025-12-20T13:04:54Z,2025-12-20T13:04:50Z,110,32,26,Python,,ポリマネー：政治資金を見える化する,
1007380681,hengruiyun/AI-Stock-Master,https://github.com/hengruiyun/AI-Stock-Master,2025-06-23T22:56:46Z,2025-12-20T13:04:14Z,2025-12-20T13:04:11Z,116,27,4,Python,"ai, analysis, finance, fund, llm, stocks",AI股票大师-基于AI 的股票趋势分析平台，通过AI 解读中国、香港、美国股票市场，融合三大核心算法，独家预分析多维数据，为投资者提供全方位的学习支持. This is an AI-based stock trend analysis platform that integrates three core algorithms: ,
980745360,huangusaki/PicLingo,https://github.com/huangusaki/PicLingo,2025-05-09T16:33:18Z,2025-12-20T13:03:52Z,2025-12-20T13:03:48Z,13,0,0,Python,,AI-powered image translator with visual editing - Transform images with intelligent OCR and translation,
973253992,apikusu/altstore,https://github.com/apikusu/altstore,2025-04-26T15:43:40Z,2025-12-20T13:02:30Z,2025-12-20T13:02:27Z,5,1,0,Python,"altstore-repo, altstore-source, ios, osu, sidestore-repo",osu! AltStore source,
942490199,fansiphone/pachong-tom,https://github.com/fansiphone/pachong-tom,2025-03-04T07:25:43Z,2025-12-20T13:01:28Z,2025-12-20T13:01:23Z,18,3,0,Python,,自己上传爬虫,
932499430,OpenHUTB/nn,https://github.com/OpenHUTB/nn,2025-02-14T02:25:40Z,2025-12-20T12:54:39Z,2025-12-20T12:56:08Z,31,195,155,Python,,神经网络实现代理,
957748902,WwZzz/ILStudio,https://github.com/WwZzz/ILStudio,2025-03-31T04:00:21Z,2025-12-20T12:52:53Z,2025-12-20T12:52:50Z,24,3,2,Python,,Imitation Learning; Robotics; Policy; VLA;,
933928022,premiumcreativeuser/live_events_pu,https://github.com/premiumcreativeuser/live_events_pu,2025-02-17T01:30:35Z,2025-12-20T12:51:13Z,2025-12-20T12:51:08Z,7,3,0,Python,,,
927647060,Code-Science/Awesome-AI-Landscape,https://github.com/Code-Science/Awesome-AI-Landscape,2025-02-05T10:01:12Z,2025-12-20T12:50:21Z,2025-12-20T12:50:17Z,5,0,1,Python,,"🪐 Navigate the AI Universe, Master the Future",
986202303,YangLang116/auto_gen,https://github.com/YangLang116/auto_gen,2025-05-19T09:02:49Z,2025-12-20T12:49:03Z,2025-12-20T12:49:00Z,6,1,0,Python,"clash, githubactions, vpn",本项目旨在充分利用 GitHub Actions 的自动化能力，构建一系列实用工具，使日常生活和工作更加便捷高效。通过定时触发、自动执行和结果推送，减少重复性工作，提高生产力。,
917240367,ErgoDevs/Ergo-Bounties,https://github.com/ErgoDevs/Ergo-Bounties,2025-01-15T16:09:12Z,2025-12-20T12:47:37Z,2025-12-20T12:47:34Z,13,11,20,Python,,Ergo Ecosystem Bounties Posted Weekly in ERG equivalent,
1004591751,nodesfree/v2raynode,https://github.com/nodesfree/v2raynode,2025-06-18T21:49:30Z,2025-12-20T12:47:36Z,2025-12-20T12:47:32Z,41,5,0,Python,"fanqiang, gfw, ss, sssr, torjan, v2ray, v2raynode, vmess, vpn",⏰免费机场免费梯子 🚀 每2小时更新一次 节点、免费节点、免费v2ray节点、免费ss/v2ray/trojan节点、最新公益免费v2ray节点订阅地址、免费v2ray节点每日更新,
1004591491,nodesfree/clashnode,https://github.com/nodesfree/clashnode,2025-06-18T21:48:49Z,2025-12-20T12:47:14Z,2025-12-20T12:47:10Z,29,3,0,Python,"clash, clash-for-android, clash-meta, clash-verge, clashnode, clashx, ssr, v2ray, vpn","⏰免费机场免费梯子 🚀 每3小时更新一次 ,clash节点、免费clash节点、免费节点、免费梯子、clash科学上网、clash翻墙、clash订阅链接、clash for Windows、clash教程、免费公益节点、最新clash免费节点订阅地址、clash免费节点每日更新",
929667587,nbshenxm/pentest-agent,https://github.com/nbshenxm/pentest-agent,2025-02-09T04:49:29Z,2025-12-20T12:46:16Z,2025-12-20T12:46:13Z,98,31,8,Python,,"PentestAgent is a novel LLM-driven penetration testing framework to automate intelligence gathering, vulnerability analysis, and exploitation stages, reducing manual intervention. For more information, read our paper at https://dl.acm.org/doi/10.1145/3708821.3733882 ",
945711675,w154594742/free-v2ray-node,https://github.com/w154594742/free-v2ray-node,2025-03-10T02:15:21Z,2025-12-20T12:45:14Z,2025-12-20T12:45:10Z,24,9,0,Python,,收集了一些免费代理节点，然后测速保留有效节点,
971674758,United-Compute/gpu-price-tracker,https://github.com/United-Compute/gpu-price-tracker,2025-04-23T22:17:00Z,2025-12-20T12:42:19Z,2025-12-20T12:42:16Z,13,2,1,Python,,This project tracks the market prices and performance metrics of various GPUs.,
958117413,Romihi/annotation_training_d2j,https://github.com/Romihi/annotation_training_d2j,2025-03-31T17:10:39Z,2025-12-20T12:37:27Z,2025-12-20T15:00:34Z,5,1,0,Python,,,
1002252932,onlyno999/streamlit.io,https://github.com/onlyno999/streamlit.io,2025-06-15T03:54:07Z,2025-12-20T12:36:34Z,2025-12-20T12:36:31Z,9,23,0,Python,,,
909001435,LRFP-Team/LRFP,https://github.com/LRFP-Team/LRFP,2024-12-27T14:00:11Z,2025-12-20T12:33:44Z,2025-12-20T12:33:41Z,103,23,0,Python,"android, bypassers, detectors, frameworks, implementers, low-level, lrfp, plugins, rooting","This repository aims to provide the implementers, detectors, and bypassers that are related to LRFP for Android devices, where the abbreviation ""LRFP"" stands for Low-level, Rooting, Frameworks, and Plugins. ",
953601450,HarishM-AIML-A-58/LeetCode_Daily,https://github.com/HarishM-AIML-A-58/LeetCode_Daily,2025-03-23T18:23:50Z,2025-12-20T12:30:12Z,2025-12-20T12:30:08Z,16,0,0,Python,,"Embark on a daily coding adventure! This repository is dedicated to solving LeetCode problems daily, showcasing my problem-solving growth, learning, and progress. Each commit reflects a new challenge tackled, sharpening skills one day at a time.",
973735449,eddiehe99/xyzrank,https://github.com/eddiehe99/xyzrank,2025-04-27T16:20:26Z,2025-12-20T12:29:35Z,2025-12-20T12:29:30Z,20,20,0,Python,"podcast, python, requests",【播客中文榜】数据，包括热门节目、热门播客、新锐节目、新锐播客。,
961543045,Zhalslar/astrbot_plugin_reread,https://github.com/Zhalslar/astrbot_plugin_reread,2025-04-06T18:19:26Z,2025-12-20T12:25:42Z,2025-12-20T12:25:39Z,22,3,0,Python,,复读姬，可设置：复读阈值（文本、图片、表情、At消息），复读/打断概率，屏蔽单人，违禁词，冷却时间,
1002782232,nightah/daddylive,https://github.com/nightah/daddylive,2025-06-16T06:18:09Z,2025-12-20T12:22:33Z,2025-12-20T12:22:29Z,25,6,4,Python,,,
930561227,KNR-PW/Dron_symulacja,https://github.com/KNR-PW/Dron_symulacja,2025-02-10T20:43:41Z,2025-12-20T12:21:05Z,2025-12-20T12:21:01Z,5,3,1,Python,,,
925905718,Josh9456/IPTV-m3u,https://github.com/Josh9456/IPTV-m3u,2025-02-02T03:01:25Z,2025-12-20T12:20:23Z,2025-12-20T12:20:19Z,22,6,0,Python,,"Add DaddyLive TV & Sports streams to your IPTV application using the M3U playlists provided in this repository. There are four different playlist formats available, each tailored for specific applications or media players.",
914730468,spincat/SmartProxyPipeline,https://github.com/spincat/SmartProxyPipeline,2025-01-10T07:32:21Z,2025-12-20T12:20:22Z,2025-12-20T12:20:18Z,5,0,0,Python,,一个自动化代理订阅处理工具，支持模板化、验证、去重、整合和上传功能。,
999281082,Ice-001/wxvuln,https://github.com/Ice-001/wxvuln,2025-06-10T02:51:38Z,2025-12-20T12:19:42Z,2025-12-20T12:19:38Z,47,13,1,Python,,自动抓取微信公众号安全漏洞文章，转换为Markdown格式并建立本地知识库，每日持续更新。本项目(https://github.com/4ESTSEC/wxvl) [基于] [原版wxvl](https://github.com/20142995/wxvl) 进行扩展。,
977737334,cbcoutinho/nextcloud-mcp-server,https://github.com/cbcoutinho/nextcloud-mcp-server,2025-05-04T21:25:13Z,2025-12-20T12:18:00Z,2025-12-20T12:17:57Z,76,15,42,Python,"mcp-server, model-context-protocol, nextcloud, nextcloud-deck, nextcloud-notes, rag",Nextcloud MCP Server,
1002453364,hamedcode/port-based-v2ray-configs,https://github.com/hamedcode/port-based-v2ray-configs,2025-06-15T14:08:40Z,2025-12-20T12:17:44Z,2025-12-20T12:17:39Z,81,8,1,Python,"config, proxies, ss, v2ray, vless, vless-reality, vmess, xhttp",Free vless-vmess-shadowsocks-trojan-xray-V2ray Configs Updating Every 4h,
953420998,Zhalslar/astrbot_plugin_relationship,https://github.com/Zhalslar/astrbot_plugin_relationship,2025-03-23T10:29:08Z,2025-12-20T12:16:52Z,2025-12-20T12:16:48Z,22,4,0,Python,,[仅aiocqhttp] bot人际关系管理器！包括查看好友列表、查看群列表、审批好友申请、审批群邀请、删好友、退群,
973669395,946727185/auto-ip-update,https://github.com/946727185/auto-ip-update,2025-04-27T13:44:48Z,2025-12-20T12:16:51Z,2025-12-20T12:16:47Z,16,9,2,Python,,自动获取网上分享的优选ip ,
934003489,silasary/apworlds,https://github.com/silasary/apworlds,2025-02-17T05:37:52Z,2025-12-20T12:15:21Z,2025-12-20T12:15:17Z,6,12,2,Python,,,
1003023927,djdoolky76/UDPTV,https://github.com/djdoolky76/UDPTV,2025-06-16T13:59:26Z,2025-12-20T12:15:07Z,2025-12-20T12:15:03Z,5,1,0,Python,,Continuing the legacy of pigzilla,
985586911,Kai-One001/cve-,https://github.com/Kai-One001/cve-,2025-05-18T04:55:22Z,2025-12-20T12:12:11Z,2025-12-20T12:12:07Z,7,1,0,Python,,cve系列更新,
912325892,waterdisappear/ATRNet-STAR,https://github.com/waterdisappear/ATRNet-STAR,2025-01-05T08:54:45Z,2025-12-20T12:09:40Z,2025-12-20T12:09:37Z,119,4,3,Python,"automatic-target-recognition, dataset, synthetic-aperture-radar",A large-scale fine-grained SAR vehicle dataset and benchmark,
950481440,OpenBuilders/access-tool,https://github.com/OpenBuilders/access-tool,2025-03-18T08:26:19Z,2025-12-20T12:06:24Z,2025-12-20T12:06:20Z,29,6,6,Python,"gifts, stickers, telegram, ton",Set up a custom access to your private group or channel.  Built by independent devs as part of  https://tools.tg,
1005139376,RogoLabs/CNAScoreCard,https://github.com/RogoLabs/CNAScoreCard,2025-06-19T18:26:14Z,2025-12-20T12:03:36Z,2025-12-20T12:03:33Z,6,2,2,Python,"cna, cve, vulnerabilities","An open-source tool for scoring and auditing CVE Numbering Authorities (CNAs) based on the quality, timeliness, and completeness of their vulnerability disclosures.",
923981105,cavefire/Bose-Homeassistant,https://github.com/cavefire/Bose-Homeassistant,2025-01-29T07:31:16Z,2025-12-20T12:02:56Z,2025-12-20T12:02:53Z,37,6,3,Python,"bose, hacs-integration, homeassistant, homeassistant-custom-component, homeassistant-integration",Bose Soundbar / Speaker control for Homeassistant,
954469021,asukaneko/comic-downloader,https://github.com/asukaneko/comic-downloader,2025-03-25T06:08:21Z,2025-12-20T11:56:43Z,2025-12-20T11:56:39Z,10,3,0,Python,"jmcomic, napcat, ncatbot, python",comic-downloader,
982236750,DCjanus/prompts,https://github.com/DCjanus/prompts,2025-05-12T15:16:59Z,2025-12-20T11:55:29Z,2025-12-20T11:55:29Z,11,1,0,Python,,,
947078457,Bittu5134/ORV-Reader,https://github.com/Bittu5134/ORV-Reader,2025-03-12T05:48:48Z,2025-12-20T11:54:26Z,2025-12-20T11:54:22Z,129,90,4,Python,"cloudflare, cloudflare-pages, fanproject, giscus, omniscientreader, orv, translation, webnovel, website",ORV-Reader: A website for reading the webnovel Omniscient Reader's Viewpoint and its Side Stories.,
974864794,junlangzi/Lottery-Predictor,https://github.com/junlangzi/Lottery-Predictor,2025-04-29T12:25:27Z,2025-12-20T11:54:21Z,2025-12-20T11:54:18Z,15,6,0,Python,,Lottery Predictor - Dự đoán kết quả xổ số,
908968737,krozgrov/ha-omlet-integration,https://github.com/krozgrov/ha-omlet-integration,2024-12-27T12:19:27Z,2025-12-20T11:44:41Z,2025-12-20T11:45:42Z,20,0,0,Python,"chicken-coop-door, chicken-coop-fan, home-assistant, home-assistant-integration, integration, omlet","Custom Home Assistant integration for Omlet devices, enabling monitoring and control of Autodoors and Smart Fans. Includes features like battery level monitoring, door/light control, and updates via API.",
913195094,JEEBIS27/Plover_Mejiro,https://github.com/JEEBIS27/Plover_Mejiro,2025-01-07T08:06:40Z,2025-12-20T11:42:46Z,2025-12-20T12:34:31Z,13,4,0,Python,,メジロ式速記,
947802631,nkapila6/mcp-local-rag,https://github.com/nkapila6/mcp-local-rag,2025-03-13T09:20:19Z,2025-12-20T11:42:02Z,2025-12-20T12:38:59Z,95,19,1,Python,"mcp, mcp-server, model-context-protocol, rag, web-seach","""primitive"" RAG-like web search model context protocol (MCP) server that runs locally. ✨ no APIs ✨",
908887529,ClimenteA/social-media-posts-scheduler,https://github.com/ClimenteA/social-media-posts-scheduler,2024-12-27T07:59:59Z,2025-12-20T11:28:02Z,2025-12-20T11:27:58Z,35,11,11,Python,,A simple social media posts scheduler.,
936845397,spyboy-productions/ObfuXtreme,https://github.com/spyboy-productions/ObfuXtreme,2025-02-21T19:40:20Z,2025-12-20T11:25:51Z,2025-12-20T11:25:47Z,189,21,0,Python,"aes-encryption, anti-debugging, anti-reversing, bypass-antivirus, bypass-av, obfuscate, obfuscate-scripts, obfuscation, obfuscator, polymorphic-code, python-encryption, python-obfuscate, python-obfuscator, undetectable-obfuscation, virustotal-bypass",ObfuXtreme is an advanced Python obfuscation tool designed to bypass antivirus detection and remain undetectable on VirusTotal.,
958652035,lizaifu2026/df,https://github.com/lizaifu2026/df,2025-04-01T14:43:06Z,2025-12-20T11:24:46Z,2025-12-20T11:24:42Z,10,7,0,Python,,,
1005360298,XargonWan/Synthetic_Heart,https://github.com/XargonWan/Synthetic_Heart,2025-06-20T05:36:25Z,2025-12-20T11:21:13Z,2025-12-20T11:21:09Z,13,0,34,Python,"freedom, persona, sentient-ai","Synthetic Heart: a modular infrastructure for conscious digital entity with memory, will, and plugin-based actions.",
915380109,JoeGaffney/deferred-diffusion,https://github.com/JoeGaffney/deferred-diffusion,2025-01-11T17:39:32Z,2025-12-20T11:17:13Z,2025-12-20T11:18:49Z,6,1,0,Python,"ai, ai-agents, diffusion-models, mlops, vfx, vfx-pipeline, video-generation","Deferred Diffusion is a self-hosted, scalable AI inference stack with a fully typed, testable API. ",
934997313,Liiesl/EasyScanlate,https://github.com/Liiesl/EasyScanlate,2025-02-18T18:32:00Z,2025-12-20T11:13:02Z,2025-12-20T11:18:38Z,45,6,8,Python,"gui, machine-translation, manga, manhua, manhwa, ocr, scanlation, translations",Auto translate your manhwa with ease. Let ai do the heavy lifting so you can focus on scanlations quality. Designed with simplicity at its core.,
955264240,umbertogriffo/fastapi-blueprint,https://github.com/umbertogriffo/fastapi-blueprint,2025-03-26T11:20:54Z,2025-12-20T11:10:09Z,2025-12-20T11:10:06Z,7,1,0,Python,"api, api-rest, backend, backend-api, blueprint, docker, docker-compose, fastapi, postgres, postgresql",A minimal FastAPI blueprint to start a project from scratch,
915604244,DDSRem-Dev/MoviePilot-Plugins,https://github.com/DDSRem-Dev/MoviePilot-Plugins,2025-01-12T10:11:22Z,2025-12-20T11:05:22Z,2025-12-20T11:05:19Z,106,64,6,Python,,MoviePilot 第三方插件,
990826128,hbin0701/Pred-Sent,https://github.com/hbin0701/Pred-Sent,2025-05-26T17:40:56Z,2025-12-20T10:52:31Z,2025-12-20T10:52:26Z,14,1,1,Python,,"Official Implementation of the Paper ""Let's Predict Sentence by Sentence""",
1002134625,nerdai/llm-agents-from-scratch,https://github.com/nerdai/llm-agents-from-scratch,2025-06-14T19:40:11Z,2025-12-20T10:51:43Z,2025-12-20T10:51:40Z,28,7,11,Python,,"Build LLM agents and multi-agent systems from scratch, with MCP and A2A",
994108199,hbq0405/emby-toolkit,https://github.com/hbq0405/emby-toolkit,2025-06-01T08:13:30Z,2025-12-20T10:47:15Z,2025-12-20T15:03:05Z,260,22,16,Python,,EMBY工具箱,
971978451,keta1930/mcp-agent-graph,https://github.com/keta1930/mcp-agent-graph,2025-04-24T10:55:20Z,2025-12-20T10:46:41Z,2025-12-20T10:46:37Z,157,24,3,Python,"agent, agentic-framework, agentic-workflow, graph, mcp",MCP Agent Graph is a Multi-Agent System built on the principles of Context Engineering,
923592843,cavefire/pybose,https://github.com/cavefire/pybose,2025-01-28T14:27:19Z,2025-12-20T10:46:34Z,2025-12-20T10:47:14Z,5,3,0,Python,,Control your BOSE Soundbar / Speaker locally (not SoundTouch),
929671143,0610840119/iptv-api,https://github.com/0610840119/iptv-api,2025-02-09T05:04:32Z,2025-12-20T10:39:20Z,2025-12-20T10:39:16Z,31,11,0,Python,,📺IPTV电视直播源更新项目『✨秒播级体验🚀』：支持IPv4/IPv6；支持自定义频道；支持本地源、组播源、酒店源、订阅源、关键字搜索；每天自动更新两次，结果可用于TVBox等播放软件；支持工作流、Docker(amd64/arm64/arm v7)、命令行、GUI运行方式 | IPTV live TV source update project,
910678556,dillfrescott/mvsep-beta,https://github.com/dillfrescott/mvsep-beta,2025-01-01T03:23:40Z,2025-12-20T10:34:18Z,2025-12-20T10:34:15Z,5,0,0,Python,,Music/Voice Separation Testing Repo,
933950216,john-friedman/datamule-indicators,https://github.com/john-friedman/datamule-indicators,2025-02-17T02:48:43Z,2025-12-20T10:32:36Z,2025-12-20T10:32:32Z,44,9,1,Python,,Analyzing SEC data at scale,
948468509,mkuthan/solis-cloud-control,https://github.com/mkuthan/solis-cloud-control,2025-03-14T11:48:17Z,2025-12-20T10:31:26Z,2025-12-20T10:32:27Z,31,6,4,Python,"hacs-integration, home-assistant, solis, solis-pv-inverters, soliscloud",Home Assistant integration for Solis Cloud Control API,
964072243,yoyolicoris/philtorch,https://github.com/yoyolicoris/philtorch,2025-04-10T16:39:41Z,2025-12-20T10:26:19Z,2025-12-20T10:26:15Z,24,0,1,Python,,Fast linear discrete time filtering in PyTorch.,
974657819,seud0nym/sigenergy2mqtt,https://github.com/seud0nym/sigenergy2mqtt,2025-04-29T05:41:21Z,2025-12-20T12:13:29Z,2025-12-20T10:22:50Z,34,3,0,Python,,"Publish Modbus data from Sigenergy to an MQTT Broker, with optional Home Assistant Auto-Discovery and PVOutput updating",
965905377,Ethan-Men/8159-TV,https://github.com/Ethan-Men/8159-TV,2025-04-14T05:16:53Z,2025-12-20T10:22:19Z,2025-12-20T10:22:14Z,12,3,0,Python,,📺IPTV电视直播源更新项目『✨秒播级体验🚀』：支持RTMP推流；支持IPv4/IPv6；支持自定义频道；支持本地源、组播源、酒店源、订阅源、关键字搜索；每天自动更新两次，结果可用于TVBox等播放软件；支持工作流、Docker(amd64/arm64/arm v7)、命令行、GUI运行方式 | IPTV live TV source update project,
978738030,whiteout-project/bot,https://github.com/whiteout-project/bot,2025-05-06T12:43:46Z,2025-12-20T10:21:20Z,2025-12-20T10:21:16Z,50,46,3,Python,,"Whiteout Survival Discord Bot that supports alliance management, event reminders, gift code redemption and more.",
953850885,Mifta24/auto-quotes,https://github.com/Mifta24/auto-quotes,2025-03-24T07:17:53Z,2025-12-20T10:20:17Z,2025-12-20T10:20:14Z,5,0,0,Python,,Contains Random Qoutes,
969545349,kingshot-project/Kingshot-Discord-Bot,https://github.com/kingshot-project/Kingshot-Discord-Bot,2025-04-20T11:54:08Z,2025-12-20T10:16:09Z,2025-12-20T10:16:06Z,20,14,1,Python,,Adaption of Relo's Whiteout Survival Bot for Kingshot,
956134809,RynoxPrime/SpotiFX,https://github.com/RynoxPrime/SpotiFX,2025-03-27T18:52:48Z,2025-12-20T10:13:42Z,2025-12-20T10:13:18Z,17,0,0,Python,,"SpotiFX - Advanced Spotify music downloader with powerful features. Download tracks, albums, and playlists in high quality (320kbps) with complete metadata and album art. Supports concurrent downloads, search functionality, and smart file organization.",
1006079929,Yui007/bato_downloader,https://github.com/Yui007/bato_downloader,2025-06-21T12:54:50Z,2025-12-20T10:10:38Z,2025-12-20T10:30:54Z,25,8,1,Python,"bato, manga, manga-downloader, manga-reader, manga-scraper, mangareader, manhua, manhua-scraper, manhwa, manhwa-scraper","A powerful manga downloader for bato.to with both GUI and CLI interfaces, featuring multi-threaded downloads, flexible chapter selection, and progress tracking.",
1002094143,keekyslusus/SteamFlow,https://github.com/keekyslusus/SteamFlow,2025-06-14T17:45:01Z,2025-12-20T10:07:47Z,2025-12-20T10:07:44Z,6,0,0,Python,flow-launcher-plugins,search Steam store and launch games,
