full_name,language,description,stargazers_count,created_at,updated_at,pushed_at,cca_score,ceh_score,ciq_score,community_vitality_score,language_score,recognition_score,csq_score,language_maturity_score,update_recency_score,epm_score,dc_score,code_health_score,ise_score,crq_score,csd_score,maintenance_efficiency_score,tc_score,novel_tech_stack_score,research_connection_score,problem_novelty_score,ti_score,topic_trend_score,industry_application_score,mdm_score,topic_innovation_score,gr_score,vi_score,net_score,external_appeal_score,overall_potential_score,main_topic,num_topics,topic_entropy,overall_potential_score,overall_potential_level
Gotti0/batch_translator_with_gemini_ko,Python,This is a novel translation project utilizing batch logic and the Gemini API.,9,2025-03-30 01:55:35+00:00,2025-12-20 13:46:46+00:00,2025-12-20 13:46:43+00:00,12.358218978309568,18.481610275449853,60,26.411851187731276,88,23.530086613229987,43.55014526754494,88,52.20457767610161,27.184466019417478,27,34.51212847719134,95,46,30,61.599999999999994,71.06501561240447,0.5,0.3,0.6,0.47000000000000003,0.5,0.4,0.4600000000000001,0.5637600624496178,0.4,0.30000000000000004,0.3,0.34,40.82058974136344,"project, ddos, data",10,0.9611993751028396,40.82058974136344,潜力中等
teraha-dev/statsfm-to-markdown,Python,GitHub Action to display your stats.fm top albums on your profile README as linked images with tooltips.,5,2025-04-14 12:00:14+00:00,2025-12-20 13:45:12+00:00,2025-12-20 13:46:13+00:00,2.529317140887158,3.9321795393655306,100,27.3879896951328,88,0.0,47.02744215366557,88,52.20457767610161,41.747572815533985,30,41.7739994545864,80,43,32,55.05,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.7,0.58,0.6990000000000001,0.3,0.4,0.3,0.335,44.139297314700485,"github, nix, automation",1,-1.4426951601859516e-10,44.139297314700485,潜力中等
kadirsener1/CanliTvListe,Python,,6,2025-06-07 15:26:53+00:00,2025-12-20 13:44:32+00:00,2025-12-20 13:44:29+00:00,10.719303162689853,20.575257959182505,0,11.489061550789817,88,15.840623168261423,39.41739329781941,88,52.20457767610161,27.184466019417478,20,31.25239009081485,85,43,30,56.55,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.5,0.2,0.4,0.37,32.559131255776784,"project, ddos, data",10,2.4192407033260657,32.559131255776784,潜力一般
VIDA-NYU/UrbanMapper,Python," Spatial Join & Enrich any urban layer given any external urban dataset of interest, streamline your urban analysis with Scikit-Learn-Like pipelines, and share your insights with the urban research community!",59,2025-02-17 18:30:27+00:00,2025-12-20 14:15:52+00:00,2025-12-20 13:42:51+00:00,23.362119265795577,22.15154971816655,60,32.09789010767652,88,63.0025925028538,80.88859386176752,88,52.20457767610161,41.747572815533985,37,58.41151772323227,100,51,30,65.35,100.0,0.5,0.4,0.5,0.47,0.5,0.4,0.4600000000000001,0.6795,0.3,0.5,0.3,0.37,50.49927607156558,"project, ddos, data",1,-1.4426951601859516e-10,50.49927607156558,潜力中等
andyjud/tiktok-clone,Python,,14,2025-03-08 09:06:25+00:00,2025-12-20 13:42:28+00:00,2025-12-20 13:42:25+00:00,8.613039995520474,0.0,0,3.4452159982081896,88,0.0,30.90374770098023,88,52.20457767610161,27.184466019417478,20,27.42124957223722,85,46,30,57.599999999999994,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.3,0.3,0.3,0.3,28.539441763915853,"project, ddos, data",10,2.4192407033260657,28.539441763915853,潜力一般
the-bird-F/Expressive-Vectors,Python,,7,2025-05-18 06:40:59+00:00,2025-12-20 15:04:40+00:00,2025-12-20 13:38:35+00:00,4.439385570220076,0.0,0,1.7757542280880305,88,0.0,30.90374770098023,88,52.20457767610161,27.184466019417478,20,27.42124957223722,95,43,30,60.55,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.3,0.2,0.3,0.265,27.864576321385815,"project, ddos, data",10,2.4192407033260657,27.864576321385815,潜力一般
sanderland/script_tok,Python,"Code for the paper ""BPE stays on SCRIPT""",16,2025-05-30 08:15:32+00:00,2025-12-20 13:38:01+00:00,2025-12-20 13:38:47+00:00,14.988824035629404,15.919192602169193,100,36.56724702501098,88,36.780787974909856,50.6718206021952,88,52.20457767610161,27.184466019417478,20,36.316882377783955,85,46,30,57.599999999999994,49.998545339324295,0.5,0.4,0.5,0.47,0.8,0.9,0.7800000000000001,0.5594941813572972,0.3,0.5,0.3,0.37,43.635071858955484,"proxy, free, list",10,1.6610123694318515,43.635071858955484,潜力中等
jerome-benoit/freqai-strategies,Python,Freqtrade FreqAI strategies,40,2025-05-05 16:44:42+00:00,2025-12-20 13:37:52+00:00,2025-12-20 13:37:48+00:00,26.378737814348376,34.13856278097021,60,37.49999209907892,88,28.629628251617003,62.41462142776693,88,52.20457767610161,27.184466019417478,20,41.601142749291235,100,46,30,63.599999999999994,27.17276030833917,0.5,0.3,0.5,0.44000000000000006,0.5,0.9,0.66,0.42769104123335666,0.4,0.4,0.3,0.37500000000000006,43.289047399295114,"bot, automation, trading",10,2.4192685349583645,43.289047399295114,潜力中等
Ofcremeo/PlateYOLO-JP-Prototype,Python,"# PlateYOLO-JP-PrototypeThis repository contains a prototype for detecting and recognizing Japanese license plates. It uses a two-stage pipeline to enhance accuracy and performance. 🐙🚀## Caution- The datasets for license plate detection and recognition are private.- The detection dataset is collected around the creator's home, which may affec",5,2025-05-30 17:21:42+00:00,2025-12-20 13:37:18+00:00,2025-12-20 13:37:15+00:00,2.529317140887158,0.0,100,26.011726856354862,88,0.0,30.90374770098023,88,52.20457767610161,27.184466019417478,42,31.82124957223722,100,43,30,62.55,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.9,0.66,0.7190000000000001,0.3,0.4,0.3,0.335,43.32968162853616,"ai, agent, telegram",1,-1.4426951601859516e-10,43.32968162853616,潜力中等
marcosomma/orka-reasoning,Python,"Orchestrator Kit for Agentic Reasoning - OrKa is a modular AI orchestration system that transforms Large Language Models (LLMs) into composable agents capable of reasoning, fact-checking, and constructing answers with transparent traceability.",79,2025-04-18 13:58:31+00:00,2025-12-20 13:37:18+00:00,2025-12-20 15:02:04+00:00,29.666307548639516,37.06738895289628,100,49.840109152969504,88,46.299482505547026,63.84955190188593,88,52.20457767610161,27.184466019417478,38,45.84686146264479,100,46,30,63.599999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.3,0.6000000000000001,0.35,0.4175,54.49939958077133,"ai, agent, telegram",1,-1.4426951601859516e-10,54.49939958077133,潜力中等
Armaan29-09-2005/AI-OSINT-Security-Analyzer,Python,"AI OSINT Security Analyzer is an intelligent platform that leverages AI to perform autonomous investigations across various intelligence sources. With features like multi-source integration and real-time threat intelligence, it ensures comprehensive security assessments. 🛡️🔍",8,2025-05-30 13:48:52+00:00,2025-12-20 13:37:15+00:00,2025-12-20 13:37:11+00:00,7.9937883466917965,7.959596301084597,100,30.983374044056326,88,36.780787974909856,50.6718206021952,88,52.20457767610161,56.31067961165049,35,49.51105713506551,100,43,30,62.55,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.3,0.4,0.3,0.335,48.71055493802719,"ai, agent, telegram",1,-1.4426951601859516e-10,48.71055493802719,潜力中等
Zayden-Cyber/Backdoor,Python,# BackdoorThis repository contains a Python-based backdoor and listener server designed for educational purposes. Explore the code to understand reverse shell communication and remote command execution. 🐍✨,13,2025-05-23 00:48:40+00:00,2025-12-20 13:36:59+00:00,2025-12-20 13:36:56+00:00,13.699722944316393,15.919192602169193,100,36.051606588485775,88,33.06671224599494,48.675666527956615,88,52.20457767610161,41.747572815533985,35,43.51570042301737,85,46,30,57.599999999999994,75.4116881936161,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.6506467527744645,0.4,0.5,0.3,0.41000000000000003,47.568976787214204,"otp, bot, tools",2,0.8168060374912427,47.568976787214204,潜力中等
corrupt0303/dating-agent,Python,"The Dating Agent is a voice-enabled AI assistant designed for matchmaking and general information, integrating with Locanto for enhanced browsing. With features like real-time chat and LLM-based tool orchestration, it provides a seamless user experience. 🛠️💬",5,2025-05-22 12:39:55+00:00,2025-12-20 13:36:48+00:00,2025-12-20 13:36:45+00:00,6.923436994398174,12.61566165809791,100,32.18485637809354,88,22.41507579503516,42.95087547607791,88,52.20457767610161,27.184466019417478,35,35.84245707103118,100,43,32,63.05,60.576889047983265,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.5913075561919331,0.4,0.4,0.3,0.37500000000000006,43.99835663256829,"ai, agent, telegram",4,1.3096073979375114,43.99835663256829,潜力中等
Aeron1-bit/PyWxDump,Python,获取微信信息；读取数据库，本地查看聊天记录并导出为csv、html等格式用于AI训练，自动回复等。支持多账户信息获取，支持所有微信版本。,134,2025-05-16 12:33:16+00:00,2025-12-20 13:36:00+00:00,2025-12-20 13:35:56+00:00,41.965523183052966,53.87201491655317,100,60.641414494014796,88,18.321711126620368,40.75087010284664,88,52.20457767610161,27.184466019417478,25,32.8524546530771,82,48,32,57.6,27.173597737135147,0.5,0.3,0.5,0.44000000000000006,0.5,0.9,0.66,0.42769439094854056,0.5,0.7,0.5,0.57,50.324732373089944,"proxy, list, http",10,2.4192407161759273,50.324732373089944,潜力中等
shashank2122/Local-Voice,Python,"A real-time, offline voice assistant for Linux and Raspberry Pi. Uses local LLMs (via Ollama), speech-to-text (Vosk), and text-to-speech (Piper) for fast, wake-free voice interaction. No cloud. No APIs. Just Python, a mic, and your voice.",15,2025-05-15 13:37:42+00:00,2025-12-20 13:35:40+00:00,2025-12-20 13:35:36+00:00,16.824601572615975,22.34541185344134,100,39.55073477775086,88,26.169924395585088,44.968943194456564,88,52.20457767610161,27.184466019417478,37,37.150587544301565,85,46,32,58.099999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.7,0.6,0.62,0.7090000000000001,0.4,0.5,0.3,0.41000000000000003,48.41280120329803,"proxy, free, list",1,-1.4426951601859516e-10,48.41280120329803,潜力中等
luticuzokz53/real_estate_leadbot_public,Python,"A lightweight Python tool that scrapes FSBO listings from Zillow and emails daily lead reports using SendGrid. Designed for real estate agents and investors seeking a simple, automated way to generate fresh FSBO leads.",6,2025-05-15 14:02:53+00:00,2025-12-20 13:35:32+00:00,2025-12-20 13:35:29+00:00,6.325183309178838,7.959596301084597,100,30.315932029051144,88,31.681246336522847,47.93103889465859,88,52.20457767610161,41.747572815533985,35,43.18061798803326,95,45,30,61.25,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.9,0.66,0.7190000000000001,0.3,0.4,0.3,0.335,46.48260660486944,"github, nix, automation",1,-1.4426951601859516e-10,46.48260660486944,潜力中等
ooyinet/WeClone,Python,🚀从聊天记录创造数字分身的一站式解决方案💡 使用聊天记录微调大语言模型，让大模型有“那味儿”，并绑定到聊天机器人，实现自己的数字分身。  数字克隆/数字分身/数字永生/LLM/聊天机器人/LoRA,104,2025-05-15 02:13:25+00:00,2025-12-20 13:35:19+00:00,2025-12-20 13:35:15+00:00,35.517915007313874,40.15134077365844,100,53.260135273706005,88,32.530905105456206,48.3876935073028,88,52.20457767610161,27.184466019417478,28,36.889025185082374,82,48,35,58.35,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.4,0.5800000000000001,0.6990000000000001,0.4,0.7,0.4,0.505,53.52533885544298,"mcp, ai, knowledge",1,-1.4426951601859516e-10,53.52533885544298,潜力中等
sorin177/ai-analyst-agent,Python,"Ask questions about your business data in plain English,  Get automatic SQL queries and visualizations, Receive AI-powered insights and recommendations, No SQL knowledge required",12,2025-05-14 15:20:49+00:00,2025-12-20 13:35:06+00:00,2025-12-20 13:35:03+00:00,14.10018953029279,18.481610275449853,100,37.10863940852457,88,27.96717060760793,45.93488482041997,88,52.20457767610161,41.747572815533985,30,41.28234865462588,87,46,30,58.400000000000006,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.4,0.5,0.3,0.41000000000000003,49.47362958305633,"mcp, ai, knowledge",1,-1.4426951601859516e-10,49.47362958305633,潜力中等
TraceDesigns/MegaETH-Faucet,Python,"🚀 Easily automate MegaETH testnet ETH claims and batch-check wallet balances with this Python toolkit. Features proxy support, multi-threading, and a simple CLI.",5,2025-05-14 14:40:58+00:00,2025-12-20 13:35:05+00:00,2025-12-20 13:35:02+00:00,2.529317140887158,0.0,100,26.011726856354862,88,0.0,30.90374770098023,88,52.20457767610161,41.747572815533985,30,34.518336950877995,97,44,30,61.7,63.66810493638992,0.5,0.3,0.5,0.44000000000000006,0.5,0.9,0.66,0.5736724197455597,0.3,0.4,0.3,0.335,40.83504749917551,"ai, agent, telegram",3,1.2069194289070455,40.83504749917551,潜力中等
bensugursoy/Drone-Swarm-RL-airsim-sb3,Python,"Training of Drone Swarms using StableBaselines3, PettingZoo, AirSim and UE4",6,2025-05-12 15:10:06+00:00,2025-12-20 13:34:59+00:00,2025-12-20 13:34:55+00:00,6.325183309178838,7.959596301084597,100,30.315932029051144,88,31.681246336522847,47.93103889465859,88,52.20457767610161,27.184466019417478,25,36.08353060939248,95,43,35,61.8,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.3,0.4,0.3,0.335,45.74568912914128,"github, nix, automation",1,-1.4426951601859516e-10,45.74568912914128,潜力中等
Crezy-haker/videocutterAI,Python,AI-powered web tool that automatically finds and generates highlight clips from your videos.,15,2025-05-11 05:42:57+00:00,2025-12-20 13:34:39+00:00,2025-12-20 13:34:36+00:00,14.58630616169679,15.919192602169193,100,36.40623987543793,88,35.60857265002676,50.04180587782287,88,52.20457767610161,27.184466019417478,25,37.03337575181641,90,46,30,59.599999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.3,0.5,0.3,0.37,47.82823511922277,"ai, agent, telegram",1,-1.4426951601859516e-10,47.82823511922277,潜力中等
Willywillisonq24324/telegram-member-adder-scrapper,Python,Telegram Group Manager is a Python script built with the Telethon library that helps you efficiently manage members across Telegram groups and channels. This tool simplifies common group administration tasks through an easy-to-use command line like adding memebers from other groups,37,2025-05-10 18:50:04+00:00,2025-12-20 13:34:27+00:00,2025-12-20 13:34:24+00:00,28.11252392179998,38.26460445561053,100,49.63762112818368,88,19.24656135044914,41.24793685029705,88,52.20457767610161,41.747572815533985,35,40.17322206807057,87,51,30,60.150000000000006,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.669,0.5,0.5,0.4,0.475,52.34654969566004,"ai, agent, telegram",1,-1.4426951601859516e-10,52.34654969566004,潜力中等
Yghan31/multi-tracking-YOLOv8-ByteTrack,Python,"This demo is a simple software that I created using my studies and courses. It's designed for real-time object detection and tracking in video streams, using YOLOv8 for detection and ByteTrack for multi-object tracking. It is suitable for tracking objects in video footage, and can run on both GPU and CPU.",6,2025-05-09 17:35:10+00:00,2025-12-20 13:34:18+00:00,2025-12-20 13:34:14+00:00,3.552802352839687,0.0,100,26.421120941135875,88,0.0,30.90374770098023,88,52.20457767610161,27.184466019417478,37,30.82124957223722,100,43,30,62.55,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.669,0.3,0.4,0.3,0.335,42.23203014973141,"ai, agent, telegram",1,-1.4426951601859516e-10,42.23203014973141,潜力中等
Ahm-rgb/Alpha-SQL,Python," Official repository for the paper ""Alpha-SQL: Zero-Shot Text-to-SQL using Monte Carlo Tree Search"" [ICML'25]",6,2025-05-09 13:36:18+00:00,2025-12-20 13:34:15+00:00,2025-12-20 13:34:12+00:00,6.325183309178838,7.959596301084597,100,30.315932029051144,88,31.681246336522847,47.93103889465859,88,52.20457767610161,41.747572815533985,30,42.18061798803326,95,48,30,62.3,100.0,0.5,0.4,0.5,0.47,0.5,0.4,0.4600000000000001,0.6795,0.3,0.4,0.3,0.335,45.65010660486944,"mcp, ai, knowledge",1,-1.4426951601859516e-10,45.65010660486944,潜力中等
racanreggo6v42/DDoS,Python,A tool simulates a DDoS attack Whit high speed and secure.,23,2025-05-09 07:49:00+00:00,2025-12-20 13:34:09+00:00,2025-12-20 13:34:06+00:00,24.096877794090688,35.49527541664513,100,47.06209751346207,88,16.35419957894457,39.69341826861814,88,52.20457767610161,56.31067961165049,25,42.57077608495584,85,48,30,58.3,100.0,0.5,0.3,0.5,0.44000000000000006,0.6,0.4,0.5,0.679,0.5,0.5,0.4,0.475,52.104679595356686,"github, nix, automation",1,-1.4426951601859516e-10,52.104679595356686,潜力中等
techdomegh/ai-news-scraper,Python,"AI News Scraper & Semantic Search: A Python application that scrapes news articles, uses GenAI to generate summaries and identify topics, and provides semantic search capabilities through vector embeddings",6,2025-05-08 21:29:11+00:00,2025-12-20 13:34:04+00:00,2025-12-20 13:34:00+00:00,7.946922206350702,12.61566165809791,100,32.59425046287455,88,25.106793709749113,44.39755671640013,88,52.20457767610161,27.184466019417478,35,36.493463629176176,95,43,32,61.05,79.55727849125532,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.6672291139650214,0.4,0.4,0.3,0.37500000000000006,45.4493376208543,"proxy, list, http",2,0.6790925087488682,45.4493376208543,潜力中等
irfanbob26/AI-Chatbot,Python,"AI-powered chatbot built with Python, NLP, and Flask — automate customer support queries with intent recognition and dynamic responses.",5,2025-05-08 19:52:37+00:00,2025-12-20 13:34:03+00:00,2025-12-20 13:33:59+00:00,6.923436994398174,12.61566165809791,100,32.18485637809354,88,22.41507579503516,42.95087547607791,88,52.20457767610161,27.184466019417478,33,35.44245707103118,99,43,34,63.15,84.62372745254731,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.6874949098101893,0.4,0.4,0.3,0.37500000000000006,45.857103704933415,"ai, agent, telegram",2,0.5107887173563644,45.857103704933415,潜力中等
NayanMistry534/discord-raider-tool,Python,"discord-raider-tool is a utility designed to automate actions within Discord servers, allowing users to efficiently manage and engage with communities. It offers features like bulk messaging and user management to streamline server operations.",17,2025-05-06 10:20:46+00:00,2025-12-20 13:33:52+00:00,2025-12-20 13:33:48+00:00,21.38418673251223,33.190919617280414,100,45.170496559053035,88,15.196828807028645,39.07138184545679,88,52.20457767610161,41.747572815533985,35,39.193772315892446,85,51,32,59.849999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.5,0.5,0.4,0.475,52.58887860294175,"bot, automation, trading",1,-1.4426951601859516e-10,52.58887860294175,潜力中等
Arman171/WebForensic,Python,"WebForensicAnalyzer is an advanced all-in-one tool for web reconnaissance, digital forensics, OSINT, and cybersecurity professionals. It automates deep website analysis—leveraging Shodan, Nmap, and more—to detect vulnerabilities, extract data, and deliver structured forensic results",10,2025-05-03 12:23:21+00:00,2025-12-20 13:33:35+00:00,2025-12-20 13:33:32+00:00,9.326143737585266,7.959596301084597,100,31.516316200413716,88,40.947416878010536,52.911202313239315,88,52.20457767610161,70.873786407767,35,55.61586628367614,85,48,32,58.8,100.0,0.5,0.3,0.5,0.44000000000000006,0.9,0.9,0.8200000000000001,0.7590000000000001,0.3,0.4,0.3,0.335,49.70225230683866,"ai, agent, telegram",1,-1.4426951601859516e-10,49.70225230683866,潜力中等
Mojo96666/hack-crypto-wallets,Python,A software tool created to circumvent security mechanisms and gain unauthorized access to encrypted cryptocurrency wallets. It employs sophisticated hacking methods and algorithms to exploit weaknesses in wallet encryption protocols.,5,2025-05-02 11:56:21+00:00,2025-12-20 13:33:23+00:00,2025-12-20 13:33:19+00:00,5.301698097226309,7.959596301084597,100,29.906537944270134,88,28.629628251617003,46.29092697508159,88,52.20457767610161,100.0,35,62.83091713878672,95,50,32,63.5,100.0,0.6,0.3,0.5,0.48,0.9,0.9,0.8200000000000001,0.7730000000000001,0.3,0.4,0.3,0.335,51.72781791382488,"ai, agent, telegram",1,-1.4426951601859516e-10,51.72781791382488,潜力中等
REVERSEDCD/jobspy-api,Python,"Dockerized version of JobSpy job search utility with API key auth, rate limiting, and proxy support.",5,2025-05-01 00:42:21+00:00,2025-12-20 13:33:18+00:00,2025-12-20 13:33:14+00:00,5.301698097226309,7.959596301084597,100,29.906537944270134,88,28.629628251617003,46.29092697508159,88,52.20457767610161,56.31067961165049,39,48.33965500286439,97,43,35,62.6,53.32961353081219,0.5,0.3,0.5,0.44000000000000006,0.6,0.8,0.66,0.5323184541232489,0.3,0.4,0.3,0.335,43.88093456910539,"proxy, free, list",3,1.55035667936221,43.88093456910539,潜力中等
thinker84/Real-Time-stock-price-prediction-and-market-analysis-using-Machine-Learning,Python,"Real-time stock price prediction app using LSTM, Streamlit, and historical data (2010–2023). Forecasts next 10 days & visualizes trends.",11,2025-04-28 00:22:19+00:00,2025-12-20 13:33:10+00:00,2025-12-20 13:33:07+00:00,9.903856776024716,7.959596301084597,100,31.747401415789497,88,42.77664796367913,53.894334416861795,88,52.20457767610161,41.747572815533985,30,44.864100973024705,85,51,30,59.349999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.4,0.5800000000000001,0.6990000000000001,0.3,0.5,0.3,0.37,47.19217054855231,"api, v2ray, free",1,-1.4426951601859516e-10,47.19217054855231,潜力中等
DennisDRX/Faraday-Web-Researcher-Agent,Python,"Faraday: An Autonomous Web Research Agent (LangGraph/Streamlit). 🕵️♀️ Investigates queries using dynamic tools (Tavily, Google, NewsAPI, etc.), gathers multi-source info, and synthesizes structured reports in a Streamlit UI. Features agentic workflow & source tracking.",7,2025-04-28 00:18:49+00:00,2025-12-20 13:33:07+00:00,2025-12-20 13:33:04+00:00,4.439385570220076,0.0,100,26.77575422808803,88,0.0,30.90374770098023,88,52.20457767610161,27.184466019417478,37,30.82124957223722,95,43,30,60.55,100.0,0.5,0.4,0.5,0.47,0.8,0.9,0.7800000000000001,0.7595000000000001,0.3,0.4,0.3,0.335,43.83068847146945,"ai, agent, telegram",1,-1.4426951601859516e-10,43.83068847146945,潜力中等
waelsultan28/youtube-shorts-automation,Python,"AI-powered YouTube Shorts automation suite that handles content discovery, downloading, metadata optimization, uploading, scheduling, and performance tracking with self-improvement capabilities.",31,2025-04-27 19:16:35+00:00,2025-12-20 13:33:05+00:00,2025-12-20 13:33:02+00:00,24.7332267531735,31.838385204338387,100,46.03672552278783,88,24.625656181005702,44.138966232960826,88,52.20457767610161,27.184466019417478,30,35.37709791162849,90,46,30,59.599999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.4,0.5,0.3,0.41000000000000003,50.70460096302265,"bot, automation, trading",1,-1.4426951601859516e-10,50.70460096302265,潜力中等
militarandroid/cybersecurity_hack,Python,"Social Media, Website, Crypto Hacking 🔥 Hacker, Cyber, Cybersecurity. Instagram, TikTok, YouTube, Telegram, Snapchat Hacking. Cryptocurrency Bitcoin Ethereum Litecoin Dogecoin Solana Wallet. Dark Deep Web Hacker. Password cracker, mail gmail, webapp, zip, vulnerability, RAT, malware, trojan, black hat, PHP HTML hacker. Exploit social engineering.",42,2025-04-27 04:03:40+00:00,2025-12-20 13:32:53+00:00,2025-12-20 13:32:50+00:00,26.160879248071655,30.305008154525936,100,46.071104553312736,88,31.681246336522847,47.93103889465859,88,52.20457767610161,100.0,40,64.56896750259637,90,53,34,63.05,100.0,0.5,0.3,0.5,0.44000000000000006,0.9,0.9,0.8200000000000001,0.7590000000000001,0.4,0.5,0.3,0.41000000000000003,57.269069638847455,"ai, agent, telegram",1,-1.4426951601859516e-10,57.269069638847455,潜力中等
youmeat6678/Instagram-Hashtag-Scraper,Python,"A Python project for scraping Instagram posts based on specific hashtags. This tool uses Selenium for browser automation and BeautifulSoup for scraping content from Instagram. It's designed to fetch posts by hashtag, with customizable options to automate login, scrape content, and interact with Instagram posts.",13,2025-04-26 04:04:15+00:00,2025-12-20 13:32:39+00:00,2025-12-20 13:32:36+00:00,10.927341987977238,7.959596301084597,100,32.1567955005705,88,46.046958516397545,55.65198402077593,88,52.20457767610161,56.31067961165049,37,52.15213067342684,90,51,30,61.349999999999994,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.7,0.58,0.6990000000000001,0.3,0.5,0.3,0.37,49.05212500982799,"project, ddos, data",1,-1.4426951601859516e-10,49.05212500982799,潜力中等
benkhelifamohamedtaher/speech-emotion-recognition,Python,"Deep learning system for emotion recognition from speech, achieving 50.5% accuracy on 8-class classification using transformer architecture and real-time analysis",6,2025-04-25 11:02:04+00:00,2025-12-20 13:32:22+00:00,2025-12-20 13:32:19+00:00,3.7958661682916794,7.959596301084597,100,29.30420517269628,88,31.681246336522847,47.93103889465859,88,49.65853037914095,25.33054808473738,30,36.43465933225445,100,43,30,62.55,100.0,0.5,0.3,0.5,0.44000000000000006,0.6,0.9,0.7000000000000001,0.7290000000000001,0.3,0.4,0.3,0.335,45.275483159624955,"proxy, free, list",1,-1.4426951601859516e-10,45.275483159624955,潜力中等
Creature-112/gemini-live,Python,"This project enables real-time streaming of audio (and optionally video or screen captures) from your local device to Google Gemini using the Live API. It allows you to interact with Gemini through both text and voice, supporting conversational AI responses. ",7,2025-04-22 03:06:40+00:00,2025-12-20 13:31:56+00:00,2025-12-20 13:31:52+00:00,9.693125752930408,24.645589430073166,100,37.50320660169777,88,15.840623168261423,55.54108775050475,88,49.65853037914095,25.33054808473738,37,41.25918131738522,100,46,32,64.1,94.36184835624955,0.6,0.3,0.5,0.48,0.8,0.9,0.7800000000000001,0.7404473934249982,0.5,0.4,0.4,0.43999999999999995,50.85158578240144,"ai, agent, telegram",2,0.1872953432686229,50.85158578240144,潜力中等
incno/WhatsApp-Spam-Bot,Python,Otomatisasi pengiriman pesan ke kontak atau grup WhatsApp Web menggunakan Python dan Selenium 4+.,8,2025-04-18 13:26:40+00:00,2025-12-20 13:31:54+00:00,2025-12-20 13:31:50+00:00,5.464471205804639,7.959596301084597,100,29.971647187701464,88,36.780787974909856,50.6718206021952,88,49.65853037914095,25.33054808473738,25,36.66801110064593,100,43,32,63.05,79.80382362919704,0.5,0.3,0.5,0.44000000000000006,0.5,0.7,0.58,0.6182152945167882,0.3,0.4,0.3,0.335,43.34831990739032,"github, config, jellyfin",2,0.6709024565482042,43.34831990739032,潜力中等
hoangtuanhehehehhe/AgentVault,Python,"""Open-source toolkit (Python Library, Registry API, CLI) for secure, decentralized AI agent interoperability using A2A/MCP.""",7,2025-04-18 06:25:33+00:00,2025-12-20 13:31:47+00:00,2025-12-20 13:31:43+00:00,1.9100684293329178,0.0,100,25.764027371733167,88,0.0,30.90374770098023,88,49.65853037914095,39.89365488085389,32,34.269465673739965,95,43,30,60.55,100.0,0.5,0.3,0.5,0.44000000000000006,0.8,0.9,0.7800000000000001,0.7490000000000001,0.3,0.4,0.3,0.335,44.057399977681285,"ai, agent, telegram",1,-1.4426951601859516e-10,44.057399977681285,潜力中等
omerso901/HRMedSeg,Python,[ArXiv' 25] HRMedSeg: Unlocking High-resolution Medical Image segmentation via Memory-efficient Attention Modeling,9,2025-04-12 22:35:00+00:00,2025-12-20 13:31:14+00:00,2025-12-20 13:31:11+00:00,7.78575245867885,12.61566165809791,60,22.52978256380581,88,31.681246336522847,47.93103889465859,88,49.65853037914095,39.89365488085389,30,41.53174671089523,95,51,30,63.349999999999994,78.27199057226044,0.5,0.8,0.5,0.59,0.5,0.4,0.4600000000000001,0.6345879622890417,0.4,0.30000000000000004,0.3,0.34,42.93305422891133,"proxy, list, http",10,0.721788849213464,42.93305422891133,潜力中等
